vid,utter_id,sentence,label
Ses02M_script03_2,56,You're a beast. I hate you. Stop it. Stop it.,3
Ses04F_script02_1,0,What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,0
Ses04F_script02_1,1,Fine.,2
Ses04F_script02_1,2,"Is that, is that-that's just foam isn't it?  I can't even tell",4
Ses04F_script02_1,3,"Oh, no you know what I did?  I forgot my flashlight.  How could I be so stupid I forgot my flashlight.",5
Ses04F_script02_1,4,"The flashlight, the silver one.  There's only one isn't there?",5
Ses04F_script02_1,5,It's not yours.,5
Ses04F_script02_1,6,Well sure.,5
Ses04F_script02_1,7,"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally.  How could we not think to bring it?",5
Ses04F_script02_1,8,I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,4
Ses04F_script02_1,9,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",2
Ses04F_script02_1,10,"Ah, this is great, isn't it?  I didn't even think to bring a six-pack.  A six-pack would be just the ticket right about now.",0
Ses04F_script02_1,11,It's after eleven let's go home.,3
Ses04F_script02_1,12,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,5
Ses04F_script02_1,13,There is no point in coming down here.,3
Ses04F_script02_1,14,Right.,5
Ses04F_script02_1,15,That's my point.,5
Ses04F_script02_1,16,That's my point too.,2
Ses04F_script02_1,17,So let's go home.,5
Ses04F_script02_1,18,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",5
Ses04F_script02_1,19,Not particularly.,5
Ses04F_script02_1,20,I just don't.  It's stupid.,3
Ses04F_script02_1,21,Honey this is natural phenomenon.  I mean this only happens once a year.  This is a great opportunity.,5
Ses04F_script02_1,22,Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.,4
Ses04F_script02_1,23,"Pass up what?  These little fish swim onto the beach, flop around, and then swim away and then they die.",3
Ses04F_script02_1,24,"Yeah but that moment on the beach is the highlight of their little lives.  All that flopping around is laying eggs or what do you, spawning or mating something like that.",5
Ses04F_script02_1,25,This is the big night for these guys.  Life's last orgy.,4
Ses04F_script02_1,26,What are you so excited about?  This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,3
Ses04F_script02_1,27,"Yeah, they do.",5
Ses04F_script02_1,28,"Oh, Augie.",5
Ses04F_script02_1,29,Okay but it's fish who do something none of the other fish do,5
Ses04F_script02_1,30,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",4
Ses04F_script02_1,31,a little bit of the unexplainable.  I don't see how you cannot be interested.,5
Ses04F_script02_1,32,I'm just not.,3
Ses04F_script02_1,33,Yes.,3
Ses04F_script02_1,34,I don't get it.  The first time we came here to see it you said it was the best night of your life and last year I remember distinctly you were so excited to get here.  You stubbed your toe rushing me out the door and didn't even notice until we were in the car.,5
Ses04F_script02_1,35,We weren't in a good spot.,5
Ses04F_script02_1,36,We didn't see them the first time either.,3
Ses04F_script02_1,37,We just weren't in a good spot.  This is a much better spot.,3
Ses04F_script02_1,38,"I've got good instincts for these things.  Look there. What's that.  Is that?  Is that, is that-no it's just seaweed isn't it.",4
Ses04F_script02_1,39,"Ah, man this is great.  I wouldn't miss this for anything.  I mean think about this.  I know you're not interested but just think about this for a minute.",4
Ses04F_script02_1,40,Out there someplace there's this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.,4
Ses04F_script02_1,41,No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,4
Ses04F_script02_1,42,They're swimming right now as if that's the only thing that matters.,4
Ses04F_script02_1,43,It's single mindedness with no mind.  Urgency that's pure urge.,4
Ses04F_script02_1,44,They don't know what drives them.  They don't give it a name or ask question.  They just turn as one and start the swim that brings them here to this place,4
Ses04F_script02_1,45,where we stand for massive celebration of sex and death.,4
Ses04F_script02_1,46,"Ah, I'm giving myself goose bumps.  All my hairs are popping up.",4
Ses04F_script02_1,47,That's the wind.,5
Ses04F_script02_1,48,About what?,3
Ses04F_script02_1,49,It's ridiculous.,3
Ses03F_impro02,0,"How's it going, babe?",2
Ses03F_impro02,1,Yeah?,2
Ses03F_impro02,2,All right.,2
Ses03F_impro02,3,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,0
Ses03F_impro02,4,oh.,4
Ses03F_impro02,5,Well umm- actually they--I was promoted.,4
Ses03F_impro02,6,"Oh, wow. That's great.",0
Ses03F_impro02,7,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.,1
Ses03F_impro02,8,yeah.,1
Ses03F_impro02,9,It's going- It's going to be probably in about three weeks.,1
Ses03F_impro02,10,yeah,1
Ses03F_impro02,11,"God, we're supposed to take a look at a house next week.",5
Ses03F_impro02,12,Maybe we can still do that,5
Ses03F_impro02,13,"I can't- No, I can't do this alone.",3
Ses03F_impro02,14,"Yeah, and uh--",1
Ses03F_impro02,15,"I know, but look, I have to take this. I mean, if I don't, I mean, I could get fired.",5
Ses03F_impro02,16,And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.,5
Ses03F_impro02,17,God.,5
Ses03F_impro02,18,You know what happened to my cousin. She went and she never came back.,5
Ses03F_impro02,19,"Honey, I'm going to come back. It's not like that.",1
Ses03F_impro02,20,But it- it is for a year.,1
Ses03F_impro02,21,Oh,5
Ses03F_impro02,22,"Babe, I'm sorry. But I don't want to do.",1
Ses03F_impro02,23,I can't-,5
Ses03F_impro02,24,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't.",1
Ses03F_impro02,25,"But you're so good with her. You know, she knows you better than she knows me 'cause I'm at work every day.",5
Ses03F_impro02,26,I have to work.,1
Ses03F_impro02,27,[BREATHING],5
Ses03F_impro02,28,"Babe, I love you.",1
Ses03F_impro02,29,You can't leave your daughter alone like this.,1
Ses03F_impro02,30,"But she has you. I mean, that's what you're there for. You're my right-hand man.",1
Ses03F_impro02,31,It's going to be okay.,1
Ses03F_impro02,32,You can't postpone it?,1
Ses03F_impro02,33,"No, I have to go.",1
Ses03F_impro02,34,"Wait, you can write me and as you know, send me pictures.",1
Ses03F_impro02,35,I don't know if I can handle you going another year.,1
Ses03F_impro02,36,What do you mean?,1
Ses03F_impro02,37,I don't know if I- if I could take it.,1
Ses03F_impro02,38,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",1
Ses03F_impro02,39,I can't be that strong. A whole year.,1
Ses03F_impro02,40,"me, oh my god.",1
Ses03F_impro02,41,What if you don't come back?,5
Ses03F_impro02,42,"and if we survive, if we survive that then babe, you know you know we could survive any--",1
Ses03F_impro02,43,I will come back.,1
Ses03F_impro02,44,It doesn't look very good.,1
Ses03F_impro02,45,we'll have all the money that we ever needed.,1
Ses03F_impro02,46,And- And then I'll stop working and- I'll stay home with the baby.,1
Ses03F_impro02,47,I don't want the money. I want-you here,1
Ses03F_impro02,48,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,3
Ses03F_impro02,49,It's all I ever knew how to do. I can't quit now.,1
Ses03F_impro02,50,How are we supposed to tell Amy? How's she supposed to understand that?,1
Ses03F_impro02,51,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",1
Ses03F_impro02,52,"How is she going to feel the first year in school, no mom.",1
Ses03F_impro02,53,Don't do that to me.,1
Ses03F_impro02,54,"It's hard enough already, Brian, I can't.",1
Ses03F_impro02,55,I know.,1
Ses03F_impro02,56,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",1
Ses03F_impro02,57,"I'm sorry, babe.",1
Ses03F_impro02,58,I'm so sorry.,1
Ses03F_impro02,59,"All right, then.",1
Ses01M_script02_1,0,"What time is it?  God, this is great, isn't it?  I can't believe it.",4
Ses01M_script02_1,1,"Of course I did want to a little further up the coast you know get away from all the lights and people and everything.  Is it midnight, do they always start at midnight?  Is that what it is midnight?  How you doing, huh? You okay?  That's good.",4
Ses01M_script02_1,2,"Look, there what's that, what's that?  Is it--",4
Ses01M_script02_1,3,Ugh...,5
Ses01M_script02_1,4,"Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?",4
Ses01M_script02_1,5,"Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?",4
Ses01M_script02_1,6,Flashlight the silver one.  There's only one isn't there?,2
Ses01M_script02_1,7,"Oh, well, yeah of course.",2
Ses01M_script02_1,8,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",3
Ses01M_script02_1,9,"Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight.",2
Ses01M_script02_1,10,"Gosh, I should have brought it. I can't believe I forgot that.",2
Ses01M_script02_1,11,No.,2
Ses01M_script02_1,12,"You know what we should've brought a blanket too.  Man, our blanket, our blanket.  Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.",4
Ses01M_script02_1,13,I'm fine.,2
Ses01M_script02_1,14,"Oh yeah, I'm so excited right now I'm like a kid.",4
Ses01M_script02_1,15,I can't believe I got out of the house without my fly zipped up even.,4
Ses01M_script02_1,16,I wonder if they can hear me talk,0
Ses01M_script02_1,17,I'm cold.,5
Ses01M_script02_1,18,Do you want my jacket?,5
Ses01M_script02_1,19,"It's after eleven, let's go home.",5
Ses01M_script02_1,20,What are you kidding?  We just got here.  We don't want to turn around and go home now.  What's the point coming all the way down here?,5
Ses01M_script02_1,21,There is no point.,5
Ses01M_script02_1,22,Right.,2
Ses01M_script02_1,23,That's my point.,5
Ses01M_script02_1,24,That's my point too.,2
Ses01M_script02_1,25,Then let's go.,3
Ses01M_script02_1,26,"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",5
Ses01M_script02_1,27,Why not?,5
Ses01M_script02_1,28,It's not stupid.  It's a natural phenomenon.,5
Ses01M_script02_1,29,People in Kansas would have to get plane tickets and make hotel reservations to see this.  It's only forty minutes away; it's just too good to pass up.,3
Ses01M_script02_1,30,"Pass what up?  These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",3
Ses01M_script02_1,31,"I don't know what you're so excited about.  This isn't a moon landing we're talking about, it's fish, it's a fish nobody even eats.",5
Ses01M_script02_1,32,"Yeah, they do.",2
Ses01M_script02_1,33,"Oh, Augie.",5
Ses01M_script02_1,34,"Well, okay whatever, okay but it's a fish who do something that like no other fish do, you know, it's like those swallows that return to Capistrano or those like those lemmings that jumped off the cliffs, you know.",4
Ses01M_script02_1,35,"It's like a little bit of the unexplainable, a little magic, a little mystery.  I just don't see how you can not be interested in this.",4
Ses01M_script02_1,36,I'm not.,5
Ses01M_script02_1,37,Yes.,3
Ses01M_script02_1,38,All right.,5
Ses01M_script02_1,39,"I don't get it though, I mean the first time we came here you said it was like the best night of your life...",5
Ses01M_script02_1,40,And last year I remember like distinctively you were so excited to get here that you didn't realize you stubbed your toe until we were in a car.,5
Ses01M_script02_1,41,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",3
Ses01M_script02_1,42,We just weren't in a good spot though.,2
Ses01M_script02_1,43,We didn't see them the year before either.,3
Ses01M_script02_1,44,"Come on, trust me I got instincts for these things, okay?  So just--just think about it all right?  Okay, I know you're not interested, think about it...",2
Ses01M_script02_1,45,"Out there, there's like this big mass of silver fish they're heading this way...",4
Ses01M_script02_1,46,"They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction...",4
Ses01M_script02_1,47,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,4
Ses01M_script02_1,48,Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,4
Ses01M_script02_1,49,"And form the line and started swimming, swimming that would bring them to this point here...",4
Ses01M_script02_1,50,It's like urgency that's pure urge you know.  It's single-mindedness with no mind.,4
Ses01M_script02_1,51,"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",4
Ses03M_script01_3,0,You're not sorry you came?,2
Ses03M_script01_3,1,No.  I'm not sorry.  But I'm not going to stay.,1
Ses03M_script01_3,2,"Look,",1
Ses03M_script01_3,3,"you saw the way that she acted and then well, I mean, you, you were acting kind of...",1
Ses03M_script01_3,4,What?,2
Ses03M_script01_3,5,"Well, I don't know, embarrassed of her since I came.",1
Ses03M_script01_3,6,"I mean, that's the reason why I asked you here.",0
Ses03M_script01_3,7,"Well,",0
Ses03M_script01_3,8,I love you.,0
Ses03M_script01_3,9,I guess that's why I came.,0
Ses03M_script01_3,10,"Look, I've been ready for a long, long time now.",0
Ses03M_script01_3,11,"Look, I almost got married two years ago.",0
Ses03M_script01_3,12,You started to write me.,0
Ses03M_script01_3,13,You felt something that far back.,0
Ses03M_script01_3,14,Every day since.,0
Ses03M_script01_3,15,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",0
Ses03M_script01_3,16,You'd always be so ambiguous.,0
Ses03M_script01_3,17,"Give me a kiss Ann, just give me...",0
Ses03M_script01_3,18,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",4
Ses03M_script01_3,19,I'll never forgive you for that.,0
Ses03M_script01_3,20,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",0
Ses03M_script01_3,21,We're going to live now.  I'm going to make you so happy.,0
Ses03M_script01_3,22,Not like that you're not.,0
Ses03M_script01_3,23,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",1
Ses03M_script01_3,24,You remember overseas I was in command of a company?,1
Ses03M_script01_3,25,Well I lost them.,1
Ses03M_script01_3,26,How many?,1
Ses03M_script01_3,27,Just about all.,1
Ses03M_script01_3,28,Geez.,1
Ses03M_script01_3,29,Takes a little while to toss that off cause they weren't just men.,1
Ses03M_script01_3,30,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",1
Ses03M_script01_3,31,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",1
Ses03M_script01_3,32,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,1
Ses03M_script01_3,33,"It was a kind of responsibility, man for man.  You understand me?",1
Ses03M_script01_3,34,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,1
Ses03M_script01_3,35,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,1
Ses03M_script01_3,36,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",1
Ses03M_script01_3,37,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",1
Ses03M_script01_3,38,"open that new bank account, drive the new car and see the new refrigerator",1
Ses03M_script01_3,39,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",1
Ses03M_script01_3,40,Otherwise what you have is loot and there's blood on it.,1
Ses03M_script01_3,41,And I didn't want to take any of it and I guess that included you.,1
Ses03M_script01_3,42,And you still feel that way?,1
Ses03M_script01_3,43,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",1
Ses03M_script01_3,44,Annie I'm going to make a fortune for you.,0
Ses03M_script01_3,45,What am I going to do with a fortune?,0
Ses03M_script01_3,46,Buy some hats?,0
Ses04M_impro01,0,"Yeah, hi.  Um, look, I -- all I'm trying to do right now is renew my license plate.  That's all.  I just need to get one of those little stickers.",2
Ses04M_impro01,1,Okay.  What's the problem?,2
Ses04M_impro01,2,"And I've- I've- some lady -- I got in line.  I waited for about two hours um, and, I gave her this form",5
Ses04M_impro01,3,"that she gave to me earlier. And she said oh, I gave you the wrong one by accident.  So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business.",5
Ses04M_impro01,4,"Okay, um.  Do you have your photo ID with you?",2
Ses04M_impro01,5,"Yes, I do.",2
Ses04M_impro01,6,Okay.  This is the wrong form.  I'm sorry.,2
Ses04M_impro01,7,"This is -- okay, then just can I have the form that I need.",5
Ses04M_impro01,8,"I don't have the form.  You're going to have to go get in that line over there and they will give you the right form.  And after you fill it out, you can bring it back to me.",5
Ses04M_impro01,9,Don't you -- you don't have-,5
Ses04M_impro01,10,are you telling me you don't have a stack of them behind the desk?,5
Ses04M_impro01,11,I don't have any of,5
Ses04M_impro01,12,I don't have any of them over here.  You're gonna have to go get in that line over there.  And they will give you a copy of the form.,5
Ses04M_impro01,13,"But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--",5
Ses04M_impro01,14,"Nope, I don't. I don't have-",5
Ses04M_impro01,15,or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.,5
Ses04M_impro01,16,"No, I can't. That's-",5
Ses04M_impro01,17,I'm sorry.  You have to do things the way you have to do things here.  We have rules.,5
Ses04M_impro01,18,"Look, can you please just-- --make this -- look, I look--",5
Ses04M_impro01,19,"Go get in that-- Sir-- Sir, there are people in line behind you. you need",5
Ses04M_impro01,20,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,5
Ses04M_impro01,21,"I'm sorry.  I'm sorry you're having a hard time,",5
Ses04M_impro01,22,but you're gonna have to go get in  that line to,5
Ses04M_impro01,23,What if I pay you money?,5
Ses04M_impro01,24,"Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?",5
Ses04M_impro01,25,twenty bucks? Please. Go get in that line over there.,2
Ses04M_impro01,26,"Come on.  Will you please?  I just --I look, I  cannot-- --just if I --",5
Ses04M_impro01,27,"Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.",5
Ses04M_impro01,28,"I don't care, well- You're having a bad -- I just waited in line for two hours.",5
Ses04M_impro01,29,"And you're gonna have to go wait again, because that's the line you need.",5
Ses04M_impro01,30,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.,5
Ses04M_impro01,31,That's all I- I just- That's all i want you to-,5
Ses04M_impro01,32,"Rules, you just have to grab a piece of paper behind from somebody's desk",5
Ses04M_impro01,33,It's not rocket science.,3
Ses04M_impro01,34,"Come -- just, please, just grab the form.  It's right over there.",5
Ses04M_impro01,35,I can't do that.,5
Ses04M_impro01,36,Why are you being such a bitch?,5
Ses04M_impro01,37,"I'm sorry, but I can't do that.",5
Ses04M_impro01,38,"Please, will you please -- will you please just grab the form?",5
Ses04M_impro01,39,So go get in the other line or leave.  Or I will have you escorted out by security.,3
Ses04M_impro01,40,Would you like to be kicked out of the D.M.V.?  You don't think that'll be a little embarrassing?,3
Ses04M_impro01,41,"Fine, which line is it?",5
Ses04M_impro01,42,The one you just came from.,5
Ses04M_impro01,43,"Okay, fine.  I'll go over there.  Thanks, a lot.  You've been really helpful.",3
Ses04M_impro01,44,Yeah.  Thank you.  Have a pleasant day.,3
Ses02F_script01_2,0,"Well, maybe he just wanted to see her again.",2
Ses02F_script01_2,1,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,2
Ses02F_script01_2,2,How do you know he's even thinking of it?,2
Ses02F_script01_2,3,It's got that all about it.,3
Ses02F_script01_2,4,"Well, so what?",2
Ses02F_script01_2,5,"Now, listen Kate.",2
Ses02F_script01_2,6,You can't read her mind.,2
Ses02F_script01_2,7,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",5
Ses02F_script01_2,8,How do you know why she's waited?,2
Ses02F_script01_2,9,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",5
Ses02F_script01_2,10,"Look, it's a nice day.  What are we arguing for?",5
Ses02F_script01_2,11,"Well, what do you want me to do about it?",5
Ses02F_script01_2,12,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,5
Ses02F_script01_2,13,But Kate--,5
Ses02F_script01_2,14,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",3
Ses02F_script01_2,15,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,3
Ses02F_script01_2,16,Calm yourself.,5
Ses02F_script01_2,17,"Believe with me, Joe.  I can't stand all alone.",5
Ses02F_script01_2,18,Calm yourself.,5
Ses02F_script01_2,19,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",5
Ses02F_script01_2,20,All right.  All right.  Calm yourself.,5
Ses02F_script01_2,21,"You, above all, have to believe.",5
Ses02F_script01_2,22,Just--just don't stop believing.,5
Ses02F_script01_2,23,What does that mean?  Me above all?,3
Ses02F_script01_2,24,Look at you.  Look at you shaking.,3
Ses02F_script01_2,25,I can't help it.,5
Ses02F_script01_2,26,What have I got to hide?  What the hell is the matter with you Kate?,3
Ses04F_script01_2,0,Why did he invite her?,3
Ses04F_script01_2,1,Why does that bother you?,2
Ses04F_script01_2,2,It's been three years.  Why all of a sudden?,3
Ses04F_script01_2,3,Well maybe- maybe he just wanted to see her again.,2
Ses04F_script01_2,4,Nobody comes seven hundred miles just to see.,5
Ses04F_script01_2,5,How do you know he's even thinking about it?,2
Ses04F_script01_2,6,"What's going on here, Joe?",3
Ses04F_script01_2,7,Listen kid.,5
Ses04F_script01_2,8,"No, line.",3
Ses04F_script01_2,9,"Uh, Then why is she still-she's not his girl, Joe",2
Ses04F_script01_2,10,"She's not his girl, Joe.  She knows she's not.",3
Ses04F_script01_2,11,You can't read her mind.,2
Ses04F_script01_2,12,Then why is she still single?  New York is full of men.  Why hasn't she married?,3
Ses04F_script01_2,13,Probably a hundred people told her she's foolish but she's waited.,3
Ses04F_script01_2,14,How do you know why she waited?,5
Ses04F_script01_2,15,Because she knows what I know that's why.  She's faithful as a rock.,3
Ses04F_script01_2,16,"In my worst moments, I think of her waiting and I know again that I'm right.",5
Ses04F_script01_2,17,Look it's a nice day.  What are we arguing for?,5
Ses04F_script01_2,18,"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother.",5
Ses04F_script01_2,19,What do you want me to do?,5
Ses04F_script01_2,20,But Kate-,5
Ses04F_script01_2,21,"Because if he's not coming back, I'll kill myself.",5
Ses04F_script01_2,22,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",3
Ses04F_script01_2,23,Calm yourself.,5
Ses04F_script01_2,24,"Believe with me, Joe.  I can't stand alone.",5
Ses04F_script01_2,25,Calm yourself.,5
Ses04F_script01_2,26,Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself.,5
Ses04F_script01_2,27,Alright.  Alright.  Calm yourself.,5
Ses04F_script01_2,28,You above all have got to believe.  You.,5
Ses04F_script01_2,29,Why me above all?,5
Ses04F_script01_2,30,Just don't stop believing.,5
Ses04F_script01_2,31,"What does that mean, me above all?  Look at you.  You're shaking.",3
Ses04F_script01_2,32,I can't help it.,5
Ses04F_script01_2,33,What have I got to hide?  What the hell is matter with you Kate?,5
Ses01F_script02_2,0,"Look at this, all of the hairs are standing up on my arm.",4
Ses01F_script02_2,1,That's the wind.,2
Ses01F_script02_2,2,"Well, so, what do you think?",4
Ses01F_script02_2,3,About what?,2
Ses01F_script02_2,4,About what I was saying.,2
Ses01F_script02_2,5,"Not just me, look at all of these people.",5
Ses01F_script02_2,6,"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",2
Ses01F_script02_2,7,"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",3
Ses01F_script02_2,8,"Well then, what's bugging you?",5
Ses01F_script02_2,9,We just have different ideas of what this night is supposed to look like.,5
Ses01F_script02_2,10,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",5
Ses01F_script02_2,11,"For God- Grow up, Augie.  The fish are not going to arrive.",3
Ses01F_script02_2,12,Why not?,5
Ses01F_script02_2,13,Because they never do.  Have they...Have they ever?,3
Ses01F_script02_2,14,We've missed them twice.,5
Ses01F_script02_2,15,Twice is every time we have tried; that's ever.,3
Ses01F_script02_2,16,They'll show up this time.,5
Ses01F_script02_2,17,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,5
Ses01F_script02_2,18,You don't understand anything I am saying.,5
Ses01F_script02_2,19,No. Of course not.,5
Ses01F_script02_2,20,"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",1
Ses01F_script02_2,21,"It's just fish, it's nothing to get traumatized over.",5
Ses01F_script02_2,22,"For God's sake, this is not about fish.",3
Ses01F_script02_2,23,Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,5
Ses01F_script02_2,24,"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",2
Ses01F_script02_2,25,"Okay.  So I am putting out the pets, getting the car out of the garage.",2
Ses01F_script02_2,26,Do you remember the first year we came here?  It was like four years after we got married.,2
Ses01F_script02_2,27,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",0
Ses01F_script02_2,28,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",2
Ses01F_script02_2,29,dancing barefoot in the sand.,5
Ses01F_script02_2,30,"That's what it is?  Right?  You want this to be like the other time, right?",5
Ses01F_script02_2,31,I'd rather not remember some things.  I'd rather not hope for some things.,1
Ses01F_script02_2,32,Sure.  All right.  Okay.,2
Ses01F_script02_2,33,"Listen, do you want to dance?",2
Ses01F_script02_2,34,No.,2
Ses01F_script02_2,35,Do you want me to go get some champagne?,2
Ses01F_script02_2,36,Do you want to take off your shoes?,0
Ses01F_script02_2,37,"No, no. Nothing.",5
Ses01F_script02_2,38,Do you want to get married again?,0
Ses01F_script02_2,39,No.,2
Ses01F_script02_2,40,No.,5
Ses01F_script02_2,41,[BREATHING],5
Ses01F_script02_2,42,"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",5
Ses01F_script02_2,43,Do you know what you get?  You get this.,5
Ses01F_script02_2,44,This? What is this?  This is nothing.  This isn't even anything.,5
Ses01F_script02_2,45,Yes it is.,2
Ses01F_script02_2,46,"I mean this is a lot of things, but it's just...",5
Ses01F_script02_2,47,[BREATHING],5
Ses01F_script02_2,48,Do you understand what I am saying?,5
Ses01F_script02_2,49,I'm doing the best I can.,5
Ses01F_script02_2,50,"I know you are Augie, I know.",1
Ses01F_script02_2,51,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",1
Ses01F_script02_2,52,"Maybe if you were with someone else, too.",1
Ses01F_script02_2,53,I didn't say that.,1
Ses01F_script02_2,54,I just- I know I don't make you happy.,1
Ses01F_script02_2,55,"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",1
Ses01F_script02_2,56,"You know, actually now that you mention it, no I don't.",2
Ses01F_script02_2,57,"So maybe we are in the wrong spot, but we are with the right person.",2
Ses01F_script02_2,58,"I don't know, it seemed like such a good spot to me.",5
Ses01F_script02_2,59,"We have a great view of the moon from here, though, huh?",2
Ses01F_script02_2,60,"Hmm.  I noticed that, it's pretty. Big old white moon.",0
Ses01F_script02_2,61,[BREATHING],2
Ses01F_script02_2,62,And look what I got here.,0
