Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2052,I feel violated. And not in a good way.,False,,Chandler,disgust,negative,205,6,1,20,"00:00:37,620","00:00:41,290"
2053,"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",False,,Phoebe,surprise,negative,205,7,1,20,"00:00:41,458","00:00:48,505"
2054,Man that was great! Huh? Can you believe how long we threw that ball around?,True,anger,Joey,joy,positive,206,0,5,21,"00:21:32,416","00:21:36,085"
2055,"Yeah, it is amazing it lasted that long.",True,anger,Rachel,neutral,neutral,206,1,5,21,"00:21:36,336","00:21:38,462"
2056,I know. My arm is killing me.,True,anger,Ross,neutral,neutral,206,2,5,21,"00:21:38,672","00:21:40,381"
2057,"No, I meant with the dropper over here.",True,anger,Rachel,neutral,neutral,206,3,5,21,"00:21:40,632","00:21:43,259"
2058,"Y'know, how did I get this reputation as a dropper? Okay? I'm",True,neutral,Chandler,anger,negative,206,4,5,21,"00:21:43,468","00:21:45,511"
2072,"Ah, oh God. Oh, honey, oh that's OK.",True,anger,Rachel,sadness,negative,207,0,2,15,"00:20:46,328","00:20:53,167"
2073,"What. Oh no, you just rolled over the juice box.",False,,Ross,sadness,negative,207,1,2,15,"00:20:53,418","00:20:58,673"
2074,Hey.,False,,Joey,neutral,neutral,208,0,8,24,"00:18:53,970","00:18:54,913"
2075,I just saw a woman breast feeding both of her twins at the same time. it is like a freak show up here.,True,neutral,Joey,neutral,neutral,208,1,8,24,"00:18:55,581","00:19:01,628"
2076,Whats the matter?,False,,Joey,neutral,neutral,208,2,8,24,"0:19:02,713","0:19:04,135"
2077,Nothing.,False,,Rachel,neutral,neutral,208,3,8,24,"0:19:04,135","0:19:04,762"
2078,What is it? Hey!,True,sadness,Joey,sadness,negative,208,4,8,24,"00:19:04,881","00:19:06,675"
2079,Really its nothing. Im just,True,sadness,Rachel,sadness,negative,208,5,8,24,"0:19:06,842","0:19:08,344"
2080,"Rach come on, what?",False,,Joey,neutral,neutral,208,6,8,24,"0:19:08,344","0:19:10,022"
2081,Ive just been thinking about how my baby and I are gonna be all alone.,False,,Rachel,sadness,negative,208,7,8,24,"00:19:11,722","00:19:17,102"
2082,What are you talking about alone? What about Ross?,False,,Joey,surprise,negative,208,8,8,24,"00:19:17,269","00:19:20,147"
2083,"Oh please, hell be with his real family, the twins and little miss new boobs.",False,,Rachel,sadness,negative,208,9,8,24,"00:19:20,314","00:19:25,485"
2084,"Okay, how long was I watching that woman?",False,,Joey,neutral,neutral,208,10,8,24,"00:19:26,695","00:19:29,281"
2085,"Im just saying that yknow, someday Ross is gonna meet somebody andhes gonna have his own life. Right?",True,sadness,Rachel,sadness,negative,208,11,8,24,"00:19:33,327","00:19:41,001"
2086,"Yeah, I guess so.",False,,Joey,neutral,neutral,208,12,8,24,"00:19:41,877","00:19:43,754"
2087,I just never thought I would raise this baby all by myself. Pretty dumb huh?,False,,Rachel,sadness,negative,208,13,8,24,"00:19:46,465","00:19:53,347"
2088,Bob. Bob! Bob!!!  What the hell are you doing?!,True,surprise,Chandler,surprise,negative,209,0,8,5,"00:21:28,578","00:21:38,587"
2089,"I just found out this is Chandlers office! Come on Toby, give me a hand!",True,joy,Bob,joy,positive,209,1,8,5,"00:21:33,917","00:21:40,673"
2101,"You, get out of my shop!",False,,The Dry Cleaner,anger,negative,211,0,6,22,"00:17:09,862","00:17:11,654"
2102,"Well, what did he do?",False,,Phoebe,surprise,negative,211,1,6,22,"0:17:11,822","0:17:13,074"
2103,He went out with my wife!,True,anger,The Dry Cleaner,anger,negative,211,2,6,22,"0:17:13,074","0:17:13,956"
2104,Joey!,True,anger,Phoebe,surprise,negative,211,3,6,22,"00:17:14,074","00:17:16,701"
2105,"Whoa-whoa-whoa-whoa, I-IHey! I did",True,anger,Joey,anger,negative,211,4,6,22,"00:17:16,869","00:17:20,204"
2106,Thats my wife!!! Get out!,False,,The Dry Cleaner,anger,negative,211,5,6,22,"00:17:20,372","00:17:22,707"
2107,"Well, we should go.",True,anger,Phoebe,neutral,neutral,211,6,6,22,"0:17:28,255","0:17:28,967"
2108,Yeah.,False,,Joey,neutral,neutral,211,7,6,22,"0:17:28,967","0:17:30,603"
2109,"Yknow you, really didnt have to take me to the airport.",True,disgust,Chandler,neutral,neutral,212,0,4,15,"00:14:03,259","00:14:06,678"
2110,Oh please.,True,joy,Janice,neutral,neutral,212,1,4,15,"0:14:06,846","0:14:07,889"
2111,Every moment is precious.,False,,Janice,sadness,negative,212,2,4,15,"0:14:07,889","0:14:09,994"
2112,Yknow?,False,,Janice,neutral,neutral,212,3,4,15,"00:14:06,846","00:14:16,563"
2113,"Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends dont really seem to care too much that youre leaving.",False,,Janice,sadness,negative,212,4,4,15,"00:14:10,099","00:14:19,065"
2114,"Well, were really not that close.  Okay, so I guess this is uh, good-bye then.",False,,Chandler,neutral,neutral,212,5,4,15,"00:14:17,439","00:14:24,279"
2115,"On no! No! Its not good-bye, Im not leaving until you get on that plane.",False,,Janice,sadness,negative,212,6,4,15,"00:14:25,990","00:14:28,992"
2116,"No, Im afraid I wont be able to make love as well as him.",False,,Chandler,anger,negative,213,0,4,11,"00:06:38,856","00:06:41,983"
2117,"Yeah, I was going for the metaphor.",False,,Ross,neutral,neutral,213,1,4,11,"00:06:42,860","00:06:44,694"
2118,"Yes, and I was saying the actual words.",True,surprise,Chandler,neutral,neutral,213,2,4,11,"00:06:44,862","00:06:46,780"
2119,"So big deal, so Joeys had a lot of girlfriends, it doesnt mean hes great in bed.",False,,Monica,neutral,neutral,213,3,4,11,"00:06:48,574","00:06:51,993"
2120,"We share a wall! So either hes great in bed, or she just likes to agree with him a lot.",True,surprise,Chandler,neutral,neutral,213,4,4,11,"00:06:52,578","00:07:00,627"
2121,"Sweetie, with you its gonna be different. The sex is gonna be great, cause you-you guys are in love.",True,anger,Monica,joy,positive,213,5,4,11,"00:07:01,754","00:07:06,383"
2122,Yeah?,False,,Chandler,surprise,positive,213,6,4,11,"0:07:07,844","0:07:08,470"
2123,Yeah!,False,,Rachel,joy,positive,213,7,4,11,"0:07:08,470","0:07:08,937"
2124,Just go for it Chandler.,False,,Ross,neutral,neutral,213,8,4,11,"00:07:09,178","00:07:10,178"
2125,"Yeah, you should.",False,,Monica,neutral,neutral,213,9,4,11,"0:07:10,680","0:07:11,432"
2126,"Yeah, you should, really.",False,,Rachel,neutral,neutral,213,10,4,11,"0:07:11,432","0:07:11,897"
2128,"All right, all right, Ill go sleep with my girlfriend. But Im just doing it for you guys.",False,,Chandler,neutral,neutral,213,11,4,11,"00:07:12,014","00:07:18,478"
2129,": Im sure as hell a dancer, its no use Marge will never go for me.",False,,Mr. Treeger,sadness,negative,214,0,4,4,"00:14:26,240","00:14:32,328"
2130,"Come on Treeger, dont say that.",False,,Joey,sadness,negative,214,1,4,4,"00:14:33,455","00:14:35,957"
2131,"You just ahh, you just need more practice.",False,,Joey,neutral,neutral,214,2,4,4,"00:14:36,458","00:14:37,959"
2132,"Here, come on, lets ahh, lets try it again.",False,,Joey,neutral,neutral,214,3,4,4,"00:14:38,210","00:14:40,378"
2134,"Plus, it was, it was probably mostly my fault, anyway.",True,neutral,Joey,sadness,negative,214,4,4,4,"00:14:44,633","00:14:47,385"
2135,"I mean, yknow, Im not really that comfortable dancing with a We-he!!",True,sadness,Joey,joy,positive,214,5,4,4,"00:14:47,636","00:14:50,889"
2136,Hey!,False,,Joey,joy,positive,214,6,4,4,"0:14:52,224","0:14:53,036"
2137,: Yeah!,False,,Mr. Treeger,joy,positive,214,7,4,4,"0:14:53,036","0:14:53,697"
2139,Are you sure? Ill bet theres another flight to Minsk in like,False,,Phoebe,neutral,neutral,215,0,7,11,"00:18:24,770","00:18:27,021"
2140,"July. Umm,",True,sadness,David,neutral,neutral,215,1,7,11,"00:18:27,189","00:18:28,397"
2141,Thats really beautiful. What does it mean?,False,,Phoebe,joy,positive,215,2,7,11,"00:18:38,492","00:18:40,910"
2142,"Please, clean my beakers. I dont get out of the lab much.",False,,David,neutral,neutral,215,3,7,11,"00:18:41,078","00:18:46,207"
2143,"Thats good. I got to admit, I thought it was something else.",False,,Phoebe,joy,positive,215,4,7,11,"00:18:49,378","00:18:51,712"
2144,"Yeah, I Well I really actually wanted to say umm, that, but um, I figured I probably shouldnt because yknow, Ihave to leave.",False,,David,neutral,neutral,215,5,7,11,"00:18:51,880","00:19:00,012"
2145,Youre right! Youre right. Dont say it.,False,,Phoebe,sadness,negative,215,6,7,11,"00:19:03,725","00:19:06,936"
2146,I-I do though.,False,,David,sadness,negative,215,7,7,11,"0:19:08,272","0:19:09,574"
2147,I do too.,False,,Phoebe,sadness,negative,215,8,7,11,"0:19:09,574","0:19:10,449"
2148,Bye Phoebe.,True,anger,David,neutral,neutral,215,9,7,11,"00:19:22,578","00:19:24,245"
2149,"Okay, nows not the time Joey. All right? You can yell at me tomorrow.",False,,Phoebe,sadness,negative,215,10,7,11,"00:19:35,757","00:19:39,302"
2154,"Yeah, I-I heard.  I think its great!  Ohh, Im so happy for you!",False,,Rachel,joy,positive,216,0,4,19,"00:20:50,916","00:21:03,261"
2157,I cant believe youre getting married!,True,joy,Monica,joy,positive,216,1,4,19,"0:21:14,189","0:21:15,441"
2158,Yeah.,False,,Ross,neutral,neutral,216,2,4,19,"0:21:15,441","0:21:16,599"
2159,Monica and Rachel made out.,False,,Joey,neutral,neutral,216,3,4,19,"00:21:20,570","00:21:22,613"
2175,Did she see us yet? Did she see us?,True,neutral,Chandler,neutral,neutral,219,0,7,7,"00:18:07,002","00:18:09,462"
2176,"Janice, what umm, what are you doing here?",True,fear,Monica,sadness,negative,219,1,7,7,"00:18:14,343","00:18:16,344"
2179,"Hi, remember us?",False,,Rachel,neutral,neutral,221,0,1,2,"00:05:40,965","00:05:42,716"
2180,"Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a",True,neutral,Monica,neutral,neutral,221,1,1,2,"00:10:46,187","00:10:56,863"
2181,I am. I'm,False,,Monica,neutral,neutral,221,2,1,2,"00:14:35,624","00:14:37,876"
2182,"Yeah, and and, I'm just gonna pay for this with a check.",False,,Rachel,neutral,neutral,221,3,1,2,"0:15:59,583","0:16:05,339"
2183,"Yeah, I know...  ..I'm I'm just not that bright either.",False,,Rachel,sadness,negative,221,4,1,2,"0:16:05,339","0:16:05,860"
2184,"Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing.",True,neutral,Rachel,neutral,neutral,222,0,4,18,"00:05:35,460","00:05:40,839"
2185,Yknow what? It,False,,Monica,neutral,neutral,222,1,4,18,"00:05:41,007","00:05:44,968"
2186,Sorry.,False,,Rachel,neutral,neutral,222,2,4,18,"0:05:45,636","0:05:46,238"
2187,Im so exited!,False,,Rachel,joy,positive,222,3,4,18,"0:05:46,238","0:05:48,645"
2188,Ive been waiting for this for months!,False,,Rachel,joy,positive,222,4,4,18,"0:05:48,765","0:05:49,907"
2189,I got my hair coloured!,False,,Rachel,joy,positive,222,5,4,18,"0:05:49,907","0:05:51,603"
2190,I got new sheets!,False,,Rachel,joy,positive,222,6,4,18,"0:05:51,726","0:05:52,811"
2191,Im making him a,False,,Rachel,joy,positive,222,7,4,18,"0:05:52,811","0:05:55,421"
2193,What am I making him by the way?,False,,Rachel,neutral,neutral,222,8,4,18,"00:05:55,521","00:05:57,230"
2194,"Well, youre making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.",False,,Monica,neutral,neutral,222,9,4,18,"00:05:57,690","00:06:06,073"
2195,I thought I was making him filet mignon?,False,,Rachel,surprise,negative,222,10,4,18,"00:06:06,616","00:06:08,450"
2196,"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.",False,,Monica,neutral,neutral,222,11,4,18,"00:06:09,911","00:06:13,663"
2197,"And then you realised if you  bitched about it, then you  would stop cooking, and you  would have to make your famous baked potato and Diet Coke.",False,,Monica,anger,negative,222,12,4,18,"00:06:13,831","00:06:21,254"
2198,"Wow, I really get crabby when I cook.",False,,Rachel,surprise,positive,222,13,4,18,"00:06:22,465","00:06:25,050"
2199,"Chandler! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, dont worry about it!",False,,Monica,sadness,negative,223,0,7,1,"00:04:12,710","00:04:22,219"
2200,"Im not worried, Im uh, Im fascinated.",True,sadness,Chandler,fear,negative,223,1,7,1,"00:04:23,846","00:04:27,766"
2201,"Yknow its like uh, Biology!",False,,Chandler,neutral,neutral,223,2,7,1,"00:04:28,101","00:04:30,686"
2202,"Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.",False,,Chandler,fear,negative,223,3,7,1,"00:04:30,895","00:04:37,484"
2203,"Check it out. Okay, I can play this when the guests are coming in. Okay.",False,,Phoebe,neutral,neutral,223,4,7,1,"00:04:39,529","00:04:43,657"
2204,Phoebe!,False,,Monica,joy,positive,223,5,7,1,"00:04:58,089","00:04:59,548"
2205,"If you wouldve let me finish, it goes on to say that hes probably not gay.",False,,Phoebe,neutral,neutral,223,6,7,1,"00:05:00,008","00:05:04,219"
2221,So how are things going with Paul?,False,,Phoebe,neutral,neutral,226,0,6,23,"00:01:33,927","00:01:36,345"
2222,Good.,False,,Rachel,joy,positive,226,1,6,23,"00:01:36,513","00:01:37,846"
2223,"Although yknow, he-hes a private guy.",True,sadness,Rachel,neutral,neutral,226,2,6,23,"00:01:38,014","00:01:40,641"
2224,"Yknow, I wish I could get him to open up a little bit, share some feelings.",False,,Rachel,sadness,negative,226,3,6,23,"00:01:40,809","00:01:44,019"
2225,Thats easy! You just have to think of him as a-as a jar of pickles that wont open.,False,,Phoebe,neutral,neutral,226,4,6,23,"00:01:44,187","00:01:48,857"
2226,So what are you saying.  I should run him under hot water and bang his head against a table?,False,,Rachel,surprise,negative,226,5,6,23,"00:01:50,693","00:01:54,696"
2227,No thats what you do when you want to get the truth out of someone.,False,,Phoebe,neutral,neutral,226,6,6,23,"00:01:56,116","00:01:59,660"
2228,Hi honey.,False,,Paul,neutral,neutral,226,7,6,23,"0:02:03,331","0:02:04,353"
2229,Hi!,False,,Rachel,joy,positive,226,8,6,23,"0:02:04,353","0:02:05,252"
2234,Remind me to review with you which pot is decaf and which is regular.,False,,Gunther,neutral,neutral,228,0,3,10,"00:11:07,958","00:11:12,170"
2235,Cant I just look at the handles on them?,True,joy,Rachel,neutral,neutral,228,1,3,10,"00:11:13,547","00:11:16,091"
2236,You would think.,False,,Gunther,neutral,neutral,228,2,3,10,"00:11:16,258","00:11:18,009"
2237,"Okay, fine.",True,sadness,Rachel,neutral,neutral,228,3,3,10,"00:11:18,636","00:11:22,806"
2238,"Gunther, y'know what, I am a terrible waitress, do you know why Im a terrible waitress?",False,,Rachel,anger,negative,228,4,3,10,"0:11:18,636","0:11:25,226"
2239,"Because, I dont care.",True,surprise,Rachel,neutral,neutral,228,5,3,10,"0:11:25,226","0:11:26,770"
2240,I dont care.,False,,Rachel,neutral,neutral,228,6,3,10,"00:11:27,353","00:11:30,647"
2241,"I dont care which pot is regular and which pot is decaf, I dont care where the tray spot is, I just dont care, this is not what I want to do.",False,,Rachel,anger,negative,228,7,3,10,"00:11:27,353","00:11:36,069"
2242,So I dont think I should do it anymore.,False,,Rachel,sadness,negative,228,8,3,10,"00:11:37,279","00:11:40,156"
2243,Im gonna give you my weeks notice.,False,,Rachel,sadness,negative,228,9,3,10,"0:11:41,534","0:11:42,796"
2244,What?!,False,,Gunther,surprise,negative,228,10,3,10,"0:11:42,796","0:11:44,010"
2245,"Gunther, I quit.",False,,Rachel,sadness,negative,228,11,3,10,"00:11:44,120","00:11:45,328"
2246,Does this mean were gonna have to start paying for coffee?,False,,Chandler,surprise,negative,228,12,3,10,"00:11:48,124","00:11:51,042"
2247,"Ohh, I mean its just so realistic!",False,,Rachel,joy,positive,229,0,6,16,"00:02:31,818","00:02:34,444"
2248,"I know.  Yeah, his name is Pat.",True,fear,Joey,neutral,neutral,229,1,6,16,"00:02:34,612","00:02:39,741"
2249,Pat the dog. Oh! Oh! I get it!!,False,,Rachel,joy,positive,229,2,6,16,"00:02:36,656","00:02:43,370"
2250,"Do you uh, do youready for a refill?",False,,Joey,neutral,neutral,229,3,6,16,"00:02:47,750","00:02:53,397"
2251,"Oh, I probably shouldntso I will!  Oh! Wow! Its like its raining!",False,,Rachel,surprise,positive,229,4,6,16,"00:02:49,919","00:03:03,557"
2252,"Pretty cool, huh?",False,,Joey,joy,positive,229,5,6,16,"00:03:01,139","00:03:03,557"
2253,"But if youre thinking you can put a fish in there and it wouldnt get sucked up into the mechanism, well youd be wrong.",False,,Joey,neutral,neutral,229,6,6,16,"00:03:03,725","00:03:09,062"
2254,"Umm, can I use your bathroom?",False,,Rachel,neutral,neutral,229,7,6,16,"00:03:11,065","00:03:12,900"
2255,"Its uh, right through there.",False,,Joey,neutral,neutral,229,8,6,16,"00:03:13,067","00:03:17,237"
2256,"Okay.  God yknow, if someone told me a week ago that I would be peeing in Joey Tribbianis apartment",False,,Rachel,joy,positive,229,9,6,16,"00:03:19,449","00:03:25,078"
2257,"Yeah, lifes pretty great isnt it?",False,,Joey,joy,positive,229,10,6,16,"00:03:25,246","00:03:27,748"
2259,"You know, I think I was sixteen.",False,,Joey,neutral,neutral,230,0,2,1,"00:10:25,333","00:10:28,126"
2260,"Please, just a little bit off the back.",False,,Monica,neutral,neutral,230,1,2,1,"00:10:30,254","00:10:33,048"
2261,"I'm still on ""no.""",False,,Phoebe,neutral,neutral,230,2,2,1,"00:10:33,215","00:10:34,549"
2262,"Uh, morning. Do you guys think you could close your eyes for just a sec?",False,,Rachel,neutral,neutral,230,3,2,1,"00:10:37,011","00:10:41,097"
2263,"No-no-no-no-no,  I'm not fallin' for that again.",False,,Joey,anger,negative,230,4,2,1,"00:10:41,265","00:10:44,434"
2264,What's goin' on?,True,neutral,Phoebe,neutral,neutral,230,5,2,1,"0:10:46,854","0:10:47,996"
2265,"Well, I sorta did a stupid thing last night.",False,,Rachel,neutral,neutral,230,6,2,1,"0:10:47,996","0:10:50,162"
2266,What stupid thing did you do?,False,,Chandler,neutral,neutral,230,7,2,1,"00:10:50,274","00:10:52,067"
2267,Ewww!,False,,Phoebe,disgust,negative,230,8,2,1,"00:10:54,278","00:10:55,962"
2268,I know.,False,,Chandler,neutral,neutral,231,0,3,21,"00:16:50,718","00:16:52,260"
2269,"See, yes.",True,neutral,Chandler,neutral,neutral,231,1,3,21,"00:16:53,721","00:16:55,847"
2270,"Thats Yasmine Bleeth, shes a completely different kind of chick.",False,,Chandler,neutral,neutral,231,2,3,21,"00:16:53,721","00:16:58,850"
2271,I love you both.,False,,Chandler,neutral,neutral,231,3,3,21,"00:17:02,896","00:17:04,814"
2272,But in very different ways.,True,sadness,Chandler,neutral,neutral,231,4,3,21,"00:17:06,025","00:17:08,484"
2273,Hey!,False,,Joey,surprise,positive,231,5,3,21,"0:17:09,361","0:17:10,283"
2274,Hey!,True,sadness,Chandler,surprise,positive,231,6,3,21,"0:17:10,283","0:17:11,239"
2276,"I did! But the store wouldnt take her back! So then I took her to the shelter, and you know what I found out?",True,surprise,Chandler,anger,negative,231,7,3,21,"00:17:16,493","00:17:22,123"
2277,"If they cant find a home for her, they kill her! And Im not gonna let that happen to little Yasmine!",False,,Chandler,anger,negative,231,8,3,21,"00:17:28,130","00:17:34,135"
2278,"Okay, good, good, good, cause, good, cause I was kinda having second thoughts too.",False,,Joey,fear,negative,231,9,3,21,"00:17:36,555","00:17:40,391"
2279,Okay. And its not just chicks y'know? Its all kinds of other animals!,False,,Chandler,disgust,negative,231,10,3,21,"00:17:40,559","00:17:44,479"
2280,"Thats horrible! Well, you did the right thing man.",False,,Joey,disgust,negative,231,11,3,21,"00:17:44,646","00:17:47,315"
2281,"Thanks, Im glad you see it that way.",False,,Chandler,joy,positive,231,12,3,21,"00:17:47,483","00:17:49,442"
2282,"Ohhh-hoo, funny story!",False,,Chandler,joy,positive,231,13,3,21,"00:18:01,622","00:18:03,581"
2283,"So Chandler, have you heard about Monica's secret boyfriend?",False,,Rachel,neutral,neutral,232,0,5,4,"00:05:54,270","00:05:57,731"
2284,"Uhh, yeah. She uh, she uh, she uh might've mentioned him.",False,,Chandler,neutral,neutral,232,1,5,4,"00:05:57,899","00:06:01,902"
2285,"So Mon, when are we gonna meet this new secret waiter man?",False,,Rachel,neutral,neutral,232,2,5,4,"00:06:02,653","00:06:06,907"
2286,"Ohh, he's really shy. I-I dont think he's up to meeting everyone yet.",False,,Monica,neutral,neutral,232,3,5,4,"00:06:07,075","00:06:10,327"
2287,"Yeah, I don't think he's up to meeting everyone yet.",False,,Chandler,neutral,neutral,232,4,5,4,"00:06:10,495","00:06:12,913"
2288,I dont care! I wanna meet this guy who's the best sex she ever had!,False,,Rachel,joy,positive,232,5,5,4,"00:06:13,456","00:06:17,501"
2289,Really?! That's what you heard?  You said that?,False,,Chandler,surprise,positive,232,6,5,4,"00:06:18,711","00:06:24,424"
2290,I might've said that.  Why is that funny?,True,neutral,Monica,neutral,neutral,232,7,5,4,"00:06:24,692","00:06:30,764"
2291,Because I'm very happy for him!  And,False,,Chandler,joy,positive,232,8,5,4,"00:06:31,599","00:06:34,434"
2292,Hi!,True,sadness,Ross,sadness,negative,232,9,5,4,"00:06:39,732","00:06:41,149"
2297,Did you get all this stuff for Joey to try and drive me out of the apartment?,False,,Rachel,anger,negative,233,0,7,10,"00:11:07,917","00:11:12,253"
2298,"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",False,,Rachel,disgust,negative,233,1,7,10,"00:11:13,964","00:11:18,385"
2299,Fish!,False,,Phoebe,surprise,negative,233,2,7,10,"00:11:19,512","00:11:21,221"
2300,"It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.",False,,Rachel,neutral,neutral,233,3,7,10,"00:11:22,139","00:11:27,435"
2301,"Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here",False,,Phoebe,sadness,negative,233,4,7,10,"00:11:27,603","00:11:32,857"
2302,"Oh, it's so much more fun with you.",False,,Rachel,joy,positive,233,5,7,10,"00:11:33,025","00:11:35,193"
2303,"We did have fun, didn't we?",False,,Phoebe,joy,positive,233,6,7,10,"0:11:35,361","0:11:36,446"
2304,We did!,True,surprise,Rachel,joy,positive,233,7,7,10,"0:11:36,446","0:11:38,212"
2305,"Oh, anyway, they say, if we want, we can see it tonight.",False,,Phoebe,neutral,neutral,233,8,7,10,"00:11:39,281","00:11:41,41"
2306,"Oh, I would love to!",True,sadness,Rachel,joy,positive,233,9,7,10,"0:11:41,659","0:11:42,827"
2307,"Yay, okay!",False,,Phoebe,joy,positive,233,10,7,10,"0:11:42,827","0:11:43,842"
2308,"Good, good, good, good, good.",False,,Rachel,joy,positive,233,11,7,10,"00:11:43,953","00:11:46,955"
2309,"Great, all right, okay, and Monica ask me to make the drumming stop.",False,,Phoebe,neutral,neutral,233,12,7,10,"00:11:43,953","00:11:49,916"
2310,Um...  Done!,False,,Rachel,neutral,neutral,233,13,7,10,"00:11:50,918","00:11:56,673"
2316,"Okay, its coffee.",False,,Ross,neutral,neutral,234,0,3,22,"00:15:56,372","00:15:57,538"
2317,Ice coffee? Tell me its ice coffee!,False,,Tommy,surprise,negative,234,1,3,22,"00:15:57,706","00:16:00,041"
2318,Its-its hot,False,,Ross,neutral,neutral,234,2,3,22,"0:16:01,710","0:16:02,972"
2319,Hot coffee!!!,False,,Tommy,surprise,negative,234,3,3,22,"0:16:02,972","0:16:04,762"
2320,You idiot!!,True,neutral,Tommy,anger,negative,234,4,3,22,"0:16:04,880","0:16:07,932"
2321,"You were gonna spill hot coffee all over me, huh?!!",False,,Tommy,anger,negative,234,5,3,22,"0:16:07,932","0:16:08,572"
2322,"What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?!",False,,Tommy,anger,negative,234,6,3,22,"00:16:08,676","00:16:12,428"
2323,Huh?,False,,Tommy,anger,negative,234,7,3,22,"00:16:12,596","00:16:14,389"
2325,Whats your favourite thing about summertime?,False,,Rachel,neutral,neutral,234,8,3,22,"00:16:17,559","00:16:19,811"
2326,"Umm, going to the beach. When it stays light real late.",True,surprise,Monica,neutral,neutral,234,9,3,22,"00:16:19,979","00:16:23,898"
2327,Yeah,False,,Rachel,neutral,neutral,234,10,3,22,"00:16:24,066","00:16:25,400"
2328,Hey!,False,,Tommy,surprise,positive,234,11,3,22,"00:16:26,402","00:16:29,028"
2329,"Tommyyyy! Say, whats your favourite thing about summer?",False,,Rachel,joy,positive,234,12,3,22,"00:16:29,196","00:16:31,000"
2330,"Ooh, I dont know. Probably the smell of freshly cut grass.",True,anger,Tommy,neutral,neutral,234,13,3,22,"00:16:31,532","00:16:35,535"
2331,"Ohh, thats a good one.",False,,Chandler,joy,positive,234,14,3,22,"00:16:35,703","00:16:37,578"
2334,Is it better than the other salmon mousse?,True,surprise,Monica,neutral,neutral,237,0,1,15,"00:07:10,930","00:07:13,390"
2335,It's creamier.,False,,Joey,neutral,neutral,237,1,1,15,"00:07:14,142","00:07:15,684"
2336,"Yeah, well, is that",False,,Monica,neutral,neutral,237,2,1,15,"00:07:15,852","00:07:18,019"
2337,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",True,joy,Joey,disgust,negative,237,3,1,15,"00:07:18,187","00:07:24,818"
2338,My God! What happened to you?,False,,Rachel,surprise,negative,237,4,1,15,"00:07:30,950","00:07:32,617"
2339,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?",False,,Chandler,disgust,negative,237,5,1,15,"00:07:32,785","00:07:40,333"
2340,"""You are ideally suited for a career in data processing for a large multinational corporation.""",False,,Chandler,anger,negative,237,6,1,15,"00:07:40,918","00:07:45,714"
2341,That's so great! 'Cause you already know how to do that!,False,,Phoebe,joy,positive,237,7,1,15,"00:07:46,966","00:07:50,385"
2342,"Can you believe it? I mean, don't I seem like somebody who should be doing something really",False,,Chandler,anger,negative,237,8,1,15,"00:07:50,970","00:07:56,475"
2343,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",False,,Rachel,sadness,negative,237,9,1,15,"00:08:02,315","00:08:09,154"
2344,"Here you go, maybe this'll cheer you up.",False,,Monica,joy,positive,237,10,1,15,"00:08:13,367","00:08:15,577"
2345,"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",False,,Chandler,neutral,neutral,237,11,1,15,"00:08:16,496","00:08:20,832"
2351,Someone in there?,False,,Gunther,neutral,neutral,239,0,3,14,"00:03:52,941","00:03:54,733"
2352,No. This is just part of a dare devil game that I play called wait until the last moment before I burst and die.,False,,Chandler,anger,negative,239,1,3,14,"00:03:55,318","00:04:01,657"
2353,"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",True,joy,Chandler,surprise,positive,239,2,3,14,"00:04:02,116","00:04:08,872"
2354,"Someone was in the lady's room, I couldnt wait. I left the lid up for ya though.",False,,Woman,neutral,neutral,239,3,3,14,"00:04:09,874","00:04:15,170"
2355,"Y'know what Gunther, go ah, go ahead, Im-Im talking to ah, .  This is the part where you say your name.",False,,Chandler,neutral,neutral,239,4,3,14,"00:04:16,673","00:04:24,846"
2356,Ginger.,False,,Woman,neutral,neutral,239,5,3,14,"0:04:25,014","0:04:26,646"
2357,"Ginger. Im talking to Ginger, so....",False,,Chandler,neutral,neutral,239,6,3,14,"0:04:26,646","0:04:28,535"
2358,Dont you have to use the bathroom?,False,,Ginger,neutral,neutral,239,7,3,14,"00:04:32,272","00:04:35,357"
